animal_id,name,datetime,found_location,type,intake_condition,sex,age,breed,color_primary,color_secondary,num_stays,avg_stay_len
A686697,Sandy Boy,2014-08-25 14:01:00,Springdale And Chadwyck in Austin (TX),Stray,Normal,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan,White,1,16.0
A686698,*Marley,2014-08-25 15:23:00,2407 Village Walk in Austin (TX),Stray,Normal,Intact Male,2 years,Treeing Walker Coonhound Mix,Tricolor,,1,16.0
A686700,Archie,2014-08-25 15:33:00,124 West Anderson Ln in Austin (TX),Stray,Normal,Intact Male,6 months,Smooth Fox Terrier Mix,White,Brown,1,4.0
A686704,Molly,2014-08-25 15:55:00,Austin (TX),Owner Surrender,Normal,Spayed Female,5 years,Chihuahua Shorthair Mix,Brown,White,1,5.0
A686717,Shadow,2014-08-25 17:39:00,Ih35 And Slaugher in Austin (TX),Stray,Normal,Intact Male,4 months,Labrador Retriever Mix,Black,,1,13.0
A686732,Flash,2014-08-27 11:19:00,Austin (TX),Owner Surrender,Normal,Intact Female,3 months,Doberman Pinsch,Brown,Tan,2,5.0
A686735,Princess,2015-01-18 13:09:00,Austin (TX),Stray,Normal,Intact Female,2 years,Chihuahua Shorthair Mix,Red,White,1,13.0
A686737,Zeke,2014-08-26 11:11:00,12Th St And Webberville Rd in Austin (TX),Stray,Normal,Intact Male,4 months,Catahoula Mix,Brown,White,1,24.0
A686738,*Ace,2014-08-26 11:11:00,12Th St And Webberville Rd in Austin (TX),Stray,Normal,Intact Male,5 months,Catahoula Mix,Brown,White,1,54.0
A686750,*Penny,2014-08-26 12:17:00,Us Hwy 183 And Fairfield Dr in Austin (TX),Stray,Normal,Intact Female,1 month,Australian Kelpie Mix,Red,Black,2,6.0
A686757,Brownie,2014-08-26 14:23:00,1100 Kingsbury St in Austin (TX),Stray,Normal,Intact Male,4 years,Chihuahua Shorthair Mix,Brown,Tan,1,5.0
A686761,N/A,2014-08-26 15:02:00,1101 Wheatley in Austin (TX),Stray,Normal,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown,,1,4.0
A686803,N/A,2014-08-27 10:56:00,Austin (TX),Owner Surrender,Normal,Intact Male,3 months,Dachshund Mix,Red,White,1,1.0
A686804,Buster,2014-08-27 10:56:00,Austin (TX),Owner Surrender,Normal,Intact Male,3 months,Dachshund Mix,Red,White,1,5.0
A686806,N/A,2014-08-27 11:39:00,Magin Meadow Dr & Leppke Cove in Austin (TX),Stray,Normal,Intact Male,1 month,Standard Poodle Mix,Black,Gray,1,4.0
A686808,Panda,2014-08-27 11:49:00,Hwy 71 W And Hwy 290 in Austin (TX),Stray,Normal,Neutered Male,10 years,Shih Tzu Mix,Black,White,1,4.0
A686818,Ruger,2014-08-27 13:26:00,300 E 11Th St in Austin (TX),Stray,Normal,Intact Male,1 month,Labrador Retriever Mix,Black,,1,21.0
A686821,Storm,2014-08-27 13:32:00,9807 Middle Fiskville Rd in Austin (TX),Stray,Normal,Intact Female,4 months,Beagle Mix,Tricolor,,1,4.0
A686822,Blue,2014-08-27 13:26:00,300 E 11Th St in Austin (TX),Stray,Normal,Intact Male,1 month,Labrador Retriever Mix,Brown,,1,21.0
A686825,Sunshine,2014-08-27 15:20:00,Meadow Vale & Partridge Cir in Austin (TX),Stray,Normal,Intact Female,1 year,Labrador Retriever Mix,Yellow,,1,4.0
A686837,N/A,2014-08-27 15:09:00,Austin (TX),Owner Surrender,Normal,Spayed Female,8 years,Miniature Poodle Mix,White,,1,3.0
A686841,N/A,2014-08-27 15:19:00,Austin (TX),Owner Surrender,Normal,Intact Female,2 months,Labrador Retriever Mix,Black,White,1,2.0
A686843,Stella,2014-08-27 15:40:00,10402 Little Pebble Dr Unit A in Austin (TX),Stray,Normal,Intact Female,1 year,Pit Bull Mix,Brown,White,1,81.0
A686845,Fiona,2014-08-27 15:55:00,14400 Larkdale Ln in Travis (TX),Stray,Normal,Intact Female,9 months,Pit Bull Mix,White,,2,45.0
A686855,N/A,2014-08-27 21:15:00,4902 Scarsdale Dr. in Austin (TX),Stray,Normal,Intact Male,1 year,Dachshund,Brown,,1,5.0
A686864,*Valentine,2014-08-28 10:21:00,Martin Middle School in Austin (TX),Stray,Normal,Intact Male,2 months,Pit Bull Mix,White,,1,4.0
A686866,Junior,2014-08-28 11:23:00,1735 Rutland Dr in Austin (TX),Stray,Normal,Intact Male,6 months,Chihuahua Shorthair Mix,Tan,,1,4.0
A686870,Luna,2014-08-28 11:44:00,7606 Basil Drive in Austin (TX),Stray,Normal,Intact Female,4 years,Boxer Mix,Black,White,1,10.0
A686874,N/A,2014-08-28 12:04:00,6010 Parkwood Dr in Austin (TX),Stray,Normal,Intact Male,1 month,Pit Bull Mix,Brown,White,1,5.0
A686883,Ryleigh,2014-08-28 12:59:00,5300 Rogers Ln in Austin (TX),Stray,Normal,Intact Female,5 months,Pit Bull Mix,Tan,Blue,1,5.0
A686889,*Kristy,2014-08-28 14:31:00,183 And Bolm in Austin (TX),Stray,Normal,Intact Female,9 months,Australian Cattle Dog Mix,Brown,White,1,15.0
A686890,Moose,2014-08-28 14:31:00,183 And Bolm in Austin (TX),Stray,Normal,Intact Male,9 months,Australian Cattle Dog Mix,Tan,White,1,10.0
A686896,Suzanne,2014-08-28 15:16:00,Pearce Ln And 130 in Del Valle (TX),Stray,Normal,Intact Female,2 years,Welsh Terrier Mix,Black,Tan,1,4.0
A686923,N/A,2014-08-29 07:10:00,Hunters Trace/Rundberg in Austin (TX),Stray,Normal,Intact Female,3 years,Dachshund Mix,Red,,1,4.0
A686927,Tucker,2014-08-29 08:57:00,Slaughter Lane & Lockhart Hwy in Austin (TX),Stray,Normal,Intact Male,2 months,Labrador Retriever,White,,2,2.0
A686928,N/A,2014-08-29 08:57:00,Slaughter Lane & Lockhart Hwy in Austin (TX),Stray,Normal,Intact Female,2 months,Labrador Retriever,White,,1,4.0
A686929,N/A,2014-08-29 08:57:00,Slaughter Lane & Lockhart Hwy in Austin (TX),Stray,Normal,Intact Female,2 months,Border Terrier,Brown,Black,1,4.0
A686955,N/A,2014-08-29 12:18:00,1505 Ferguson Lane in Austin (TX),Stray,Normal,Neutered Male,4 years,Dachshund Mix,Brown,,1,8.0
A686956,Angel,2014-08-29 12:18:00,1505 Ferguson Lane in Austin (TX),Stray,Normal,Intact Female,4 years,Dachshund Mix,Black,,1,12.0
A686960,Tonka,2014-08-29 12:54:00,2006 Deer Run Dr in Austin (TX),Stray,Normal,Intact Male,1 year,Mastiff Mix,Tan,Black,1,1.0
A686980,Zoey,2014-08-31 15:27:00,Alameda And Sunset in Austin (TX),Stray,Normal,Intact Female,1 month,Chihuahua Shorthair Mix,Brown,White,1,4.0
A686984,*Cody,2014-08-29 18:31:00,3401 South Interstate 35 Frontage Road in Austin (TX),Stray,Normal,Intact Male,1 year,Pit Bull Mix,White,Tan,1,465.0
A686999,*Levi,2014-08-30 11:04:00,1901 Onion Creek Parkway in Austin (TX),Stray,Normal,Intact Male,9 months,Siberian Husky Mix,Brown,White,1,6.0
A687000,Prince,2014-08-30 11:10:00,Austin (TX),Owner Surrender,Normal,Neutered Male,1 year,Cairn Terrier Mix,Black,White,1,1.0
A687002,N/A,2014-08-30 11:21:00,14919 General Williamson Dr in Lakeway (TX),Stray,Normal,Intact Male,1 year,Jack Russell Terrier Mix,Brown,White,1,4.0
A687003,Chico,2014-08-30 11:33:00,Applegate And Dessau in Austin (TX),Stray,Normal,Intact Male,4 years,Chihuahua Longhair Mix,White,,1,7.0
A687004,*Jenni,2014-08-30 11:22:00,1200 Montopolis Drive in Austin (TX),Stray,Normal,Intact Female,3 years,Pit Bull Mix,Tan,White,1,20.0
A687011,Gigi,2014-08-30 11:56:00,6505 Burleson Road in Austin (TX),Stray,Normal,Intact Female,7 months,Boston Terrier Mix,Black,White,1,5.0
A687012,Chloe,2016-02-04 13:42:00,Austin (TX),Owner Surrender,Normal,Spayed Female,3 years,Boxer Mix,Black,,1,3.0
A687024,Garrison,2014-08-30 12:35:00,Em Franklin And Mlk in Austin (TX),Stray,Normal,Intact Male,2 years,Beagle Mix,Tricolor,,1,6.0
A687032,N/A,2014-08-30 13:04:00,2803 Locke Ln B in Austin (TX),Stray,Normal,Intact Male,2 years,Miniature Poodle Mix,White,,1,4.0
A687060,Pablo,2014-08-30 15:57:00,Austin (TX),Owner Surrender,Normal,Intact Male,1 year,Pit Bull Mix,Blue,White,1,31.0
A687061,Blue,2014-08-30 16:01:00,Austin (TX),Stray,Normal,Intact Female,3 months,Pit Bull Mix,Blue,White,2,3.5
A687068,*Frankie,2014-08-30 17:14:00,1430 Frontier Valley in Austin (TX),Stray,Normal,Intact Male,1 month,Chihuahua Shorthair Mix,Red,Black,1,20.0
A687069,Gracie,2014-08-30 17:14:00,1430 Frontier Valley in Austin (TX),Stray,Normal,Intact Female,1 month,Chihuahua Shorthair Mix,Tan,White,1,102.0
A687070,*Blue,2014-08-30 17:14:00,1430 Frontier Valley in Austin (TX),Stray,Normal,Intact Male,1 month,Chihuahua Shorthair Mix,Blue,Tan,1,20.0
A687095,N/A,2014-08-31 12:30:00,Braker Ln And Ih35 in Austin (TX),Stray,Normal,Intact Female,1 month,Labrador Retriever Mix,Tricolor,,1,4.0
A687096,Belle,2014-08-31 12:30:00,Braker Ln And Ih35 in Austin (TX),Stray,Normal,Intact Female,3 months,Labrador Retriever Mix,Red,,1,5.0
A687098,Callie,2014-08-31 13:42:00,Austin (TX),Owner Surrender,Normal,Intact Female,8 months,Australian Kelpie Mix,Black,White,1,21.0
A687112,N/A,2014-08-31 17:01:00,2815 E. Hwy 71 #67 in Austin (TX),Stray,Normal,Intact Male,5 months,Chihuahua Shorthair Mix,Black,White,1,4.0
A687136,*Miko,2014-09-01 11:58:00,1304 Neans Dr in Austin (TX),Stray,Normal,Intact Male,1 year,Anatol Shepherd,Tan,White,1,18.0
A687159,*Little John,2014-09-01 13:52:00,Shoreline Drive/Bratton Lane in Travis (TX),Stray,Normal,Intact Male,11 years,Maltese Mix,White,,1,8.0
A687164,Majic,2014-09-01 14:52:00,Austin (TX),Owner Surrender,Normal,Neutered Male,3 years,Great Pyrenees Mix,White,,1,4.0
A687165,*Vera,2014-09-01 14:51:00,9604 Bock Rd in Travis (TX),Stray,Normal,Intact Female,2 years,Patterdale Terr Mix,Black,White,1,63.0
A687166,Buddy,2014-09-01 14:51:00,9604 Bock Rd in Travis (TX),Stray,Normal,Intact Male,3 days,Patterdale Terr Mix,Black,White,1,52.0
A687167,N/A,2014-09-01 14:51:00,9604 Bock Rd in Travis (TX),Stray,Normal,Intact Female,3 days,Patterdale Terr Mix,Black,White,1,52.0
A687175,*Carla,2014-09-01 16:35:00,4106 N. Lamar Blvd in Austin (TX),Stray,Normal,Spayed Female,4 years,Labrador Retriever,Black,White,1,70.0
A687185,*Pepsi,2014-09-01 22:11:00,12609 Dessau Rd in Austin (TX),Stray,Normal,Intact Female,4 years,Chihuahua Shorthair Mix,Brown,White,1,7.0
A687187,*Hopper,2014-09-02 10:09:00,1020 Grove Blvd in Austin (TX),Stray,Normal,Intact Male,1 year,Labrador Retriever Mix,Black,White,1,41.0
A687188,*Miss Sally,2014-09-02 10:19:00,6405 S I H 35 in Austin (TX),Stray,Normal,Intact Female,2 months,Pit Bull Mix,White,,1,4.0
A687200,*Spring,2014-09-02 11:07:00,Springdale Rd & Ledesma Rd in Austin (TX),Stray,Normal,Spayed Female,1 year,Miniature Pinscher Mix,Black,Tan,1,7.0
A687214,N/A,2014-09-02 12:01:00,E Martin Luther King Jr Blvd & E M Franklin Ave in Austin (TX),Stray,Normal,Intact Female,1 year,Pbgv Mix,Black,,1,5.0
A687216,Sassy,2014-09-02 12:12:00,Austin (TX),Owner Surrender,Normal,Spayed Female,10 years,Finnish Spitz Mix,Tan,Black,1,38.0
A687227,Jake,2014-09-02 12:54:00,20300 Trappers Trail in Manor (TX),Stray,Normal,Intact Male,1 year,Jack Russell Terrier Mix,White,Tan,1,5.0
A687230,*Lydia,2014-09-02 13:24:00,7619 Interstate 35 Frontage Road in Austin (TX),Stray,Normal,Intact Female,2 years,Boston Terrier Mix,Tricolor,White,1,7.0
A687239,Luna,2014-09-02 14:40:00,12609 Dessau Rd #558 in Austin (TX),Stray,Normal,Intact Female,7 months,Plott Hound Mix,Brown,White,3,29.0
A687265,Gordo,2014-09-02 16:00:00,Austin (TX),Owner Surrender,Normal,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan,White,1,4.0
A687266,Coco,2014-09-02 16:00:00,Austin (TX),Owner Surrender,Normal,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan,White,3,5.0
A687292,*Tinker,2014-09-03 08:49:00,Austin (TX),Stray,Injured,Intact Female,2 months,Chihuahua Shorthair Mix,Black,Tan,1,114.0
A687298,*Lila,2014-09-03 11:26:00,7000 Berkman Dr. in Austin (TX),Public Assist,Normal,Intact Female,2 years,Chihuahua Shorthair Mix,White,White,2,11.0
A687306,*Sienna,2014-09-03 11:58:00,Rolling Hill Dr & Knoll Ridge Dr in Austin (TX),Stray,Normal,Spayed Female,5 years,Pit Bull Mix,Black,White,1,161.0
A687307,*Mort,2014-09-03 11:58:00,Rolling Hill Dr & Knoll Ridge Dr in Austin (TX),Stray,Normal,Intact Male,1 year,Australian Shepherd Mix,Brown,White,1,4.0
A687313,Westin,2014-09-03 12:47:00,1430 Frontier Valley in Austin (TX),Stray,Normal,Intact Male,2 months,Chihuahua Shorthair Mix,Tan,White,1,4.0
A687314,Lily,2014-09-03 12:47:00,1430 Frontier Valley in Austin (TX),Stray,Normal,Intact Female,2 years,Chihuahua Shorthair Mix,Black,Tan,1,4.0
A687326,Bernice,2014-09-03 14:20:00,Austin (TX),Owner Surrender,Normal,Spayed Female,12 years,Dachshund Longhair Mix,Brown,White,1,19.0
A687344,*Sasha,2014-09-03 15:59:00,5800 Mckinney Falls Pkwy in Austin (TX),Stray,Normal,Intact Female,2 years,Pit Bull Mix,Brown,White,1,86.0
A687345,Buster,2014-09-03 16:04:00,12609 Desau Rd. in Travis (TX),Stray,Normal,Intact Male,4 months,Whippet Mix,White,Tan,1,4.0
A687354,N/A,2014-09-03 16:53:00,1941 Webberville Road in Austin (TX),Stray,Normal,Intact Male,9 months,Yorkshire Terrier Mix,Tan,,1,5.0
A687356,N/A,2014-09-03 17:11:00,13005 Heinemann Dr in Austin (TX),Stray,Normal,Intact Male,2 years,Jack Russell Terrier Mix,Tricolor,White,1,4.0
A687357,Chance,2014-09-03 18:15:00,1709 Texas 71 in Austin (TX),Stray,Normal,Intact Male,9 months,Labrador Retriever Mix,Brown,Tan,1,4.0
A687358,*Rosie,2014-09-03 18:25:00,Rodriguez Rd & Guerrero Ln in Austin (TX),Stray,Normal,Intact Female,3 weeks,Chihuahua Shorthair Mix,Black,Tan,1,86.0
A687364,Rita,2014-09-04 06:55:00,East Metro Park   (Manor) in Travis (TX),Stray,Normal,Intact Female,3 years,Pit Bull Mix,Brown,White,2,13.0
A687373,Bueller,2014-09-04 10:54:00,"Fulkes Ln, Leander in Travis (TX)",Owner Surrender,Normal,Neutered Male,4 years,Chihuahua Shorthair Mix,Brown,Black,1,2.0
A687374,Shiner,2014-09-04 10:50:00,Leander (TX),Stray,Normal,Intact Male,2 months,Australian Cattle Dog Mix,Brown,White,1,4.0
A687375,N/A,2014-09-04 10:50:00,Leander (TX),Stray,Normal,Intact Male,2 months,Australian Cattle Dog Mix,Black,White,1,4.0
A687376,Jones,2014-09-04 10:50:00,Leander (TX),Stray,Normal,Intact Male,2 months,Australian Cattle Dog Mix,Black,White,1,4.0
A687379,N/A,2014-09-04 10:54:00,"Fulkes Ln, Leander in Travis (TX)",Owner Surrender,Normal,Neutered Male,4 years,Chihuahua Shorthair Mix,Brown,Black,1,2.0
A687381,Bruce,2014-09-04 11:15:00,Austin (TX),Stray,Normal,Intact Male,6 months,Pit Bull Mix,Brown,White,1,17.0
A687388,Jenna,2014-09-04 10:54:00,"Fulkes Ln, Leander in Travis (TX)",Owner Surrender,Normal,Spayed Female,1 year,German Shorthair Pointer Mix,White,Black,1,9.0
A687389,Cooper,2014-09-04 10:54:00,"Fulkes Ln, Leander in Travis (TX)",Owner Surrender,Normal,Neutered Male,6 months,German Shorthair Pointer Mix,White,Brown,1,3.0
A687394,N/A,2014-09-04 12:10:00,South Lamar/Lamar Square in Austin (TX),Stray,Normal,Intact Male,5 months,Cardigan Welsh Corgi Mix,Black,Brown,1,4.0
A687397,N/A,2014-09-04 12:20:00,6301 Parmer Lane in Austin (TX),Stray,Normal,Intact Male,2 months,Australian Cattle Dog Mix,Red,,1,4.0
A687410,N/A,2014-09-04 13:22:00,Metric Blvd & W Rundberg Ln in Austin (TX),Stray,Normal,Intact Male,1 year,Chihuahua Shorthair Mix,Tan,White,2,4.0
A687412,Penny,2014-09-04 13:32:00,13350 Water Oak Lane in Austin (TX),Stray,Normal,Intact Female,3 months,Labrador Retriever Mix,Black,,1,4.0
A687416,*Liam,2014-09-04 15:10:00,1201 Payton Gin in Austin (TX),Stray,Normal,Intact Male,2 years,Staffordshire Mix,Brown,White,1,9.0
A687417,Chico,2014-09-04 15:20:00,Research Blvd & Anderson Mill Rd in Austin (TX),Stray,Normal,Intact Male,6 months,Chihuahua Shorthair Mix,Tan,Black,1,4.0
A687421,N/A,2014-09-04 15:41:00,11441 N Ih 35 in Austin (TX),Stray,Normal,Spayed Female,2 years,Dachshund Mix,Brown,White,1,3.0
A687422,Harley,2014-09-04 15:41:00,11441 N Ih 35 in Austin (TX),Stray,Normal,Neutered Male,2 years,Dachshund Mix,Tricolor,,1,4.0
A687443,Pagoda,2014-09-05 11:48:00,Travis (TX),Public Assist,Normal,Spayed Female,2 years,French Bulldog Mix,White,,1,12.0
A687460,Smokey,2014-09-04 22:54:00,3201 Mossrock Dr in Austin (TX),Owner Surrender,Normal,Intact Male,1 year,Labrador Retriever Mix,Brown,,2,38.5
A687484,Sadie Mae,2014-09-05 11:40:00,6900 E. Riverside in Austin (TX),Public Assist,Injured,Intact Female,3 years,Treeing Walker Coonhound Mix,Tricolor,,1,86.0
A687521,N/A,2015-01-28 12:34:00,Ferguson Cutoff in Austin (TX),Stray,Normal,Spayed Female,6 months,Chihuahua Shorthair Mix,Tan,,1,7.0
A687531,Buddy,2014-09-06 07:37:00,8225 N Fm620 in Austin (TX),Stray,Normal,Neutered Male,10 years,Labrador Retriever Mix,Black,Tan,1,91.0
A687533,Betsy,2014-09-06 09:54:00,7706 Elroy Rd in Travis (TX),Stray,Normal,Intact Female,2 months,Black/Tan Hound Mix,Black,Tan,1,4.0
A687541,Bella,2014-09-06 11:09:00,Slaughter Ln And Westgate in Austin (TX),Stray,Normal,Intact Female,2 years,American Staffordshire Terrier Mix,Tan,White,1,72.0
A687552,N/A,2014-09-06 12:35:00,1814 Colony Creek Dr in Austin (TX),Stray,Normal,Intact Male,9 months,Miniature Pinscher Mix,Black,Tan,1,4.0
A687553,N/A,2014-09-06 11:23:00,2771 Texas Hwy 71 in Austin (TX),Stray,Normal,Intact Female,3 years,Maltese Mix,White,,1,4.0
A687555,Pixie,2014-09-06 11:23:00,2771 Texas Hwy 71 in Austin (TX),Stray,Normal,Intact Female,1 year,Papillon Mix,Tan,,1,4.0
A687556,Gob,2014-09-06 11:23:00,2771 Texas Hwy 71 in Austin (TX),Stray,Normal,Intact Male,11 months,Tibetan Spaniel Mix,Brown,White,1,7.0
A687566,*Julep,2014-09-06 14:40:00,4700 E Riverside Dr in Austin (TX),Stray,Normal,Intact Female,1 year,American Staffordshire Terrier Mix,Black,White,1,6.0
A687575,N/A,2014-09-06 17:33:00,Burleson And Hwy 183 in Austin (TX),Stray,Normal,Intact Female,9 months,Yorkshire Terrier Mix,Black,Tan,1,4.0
A687582,*Foxy,2014-09-07 08:19:00,Brodie & William Cannon in Austin (TX),Stray,Injured,Intact Female,5 months,Labrador Retriever Mix,Black,,1,85.0
A687583,*Magilla,2014-09-07 09:57:00,1313 Delano St in Austin (TX),Stray,Normal,Intact Male,4 years,Pit Bull Mix,Brown,,1,6.0
A687585,*Deacon,2014-09-07 11:04:00,183 & Manor Road in Austin (TX),Stray,Normal,Intact Male,1 year,Chihuahua Shorthair Mix,Tricolor,,1,6.0
A687588,N/A,2014-09-07 11:04:00,183 & Manor Road in Austin (TX),Stray,Normal,Intact Male,1 year,Chihuahua Shorthair Mix,Black,White,1,5.0
A687589,Nordeste,2014-09-07 11:12:00,2012 East Stassney Lane in Austin (TX),Stray,Normal,Intact Female,6 months,Chihuahua Shorthair Mix,Brown,,1,4.0
A687591,Chance,2014-09-07 11:17:00,1611 Payton Gin Rd in Austin (TX),Stray,Normal,Intact Male,1 year,Chihuahua Shorthair Mix,Tricolor,White,1,7.0
A687599,Cai,2014-09-07 11:29:00,Becker Lane And Maha Loop in Travis (TX),Stray,Normal,Intact Male,2 months,Pointer Mix,White,Brown,1,5.0
A687601,Levon,2014-09-07 12:54:00,9316 Morin Dr in Travis (TX),Stray,Normal,Neutered Male,2 years,Labrador Retriever Mix,Tan,White,1,22.0
A687606,Maryjane,2014-09-07 13:24:00,Austin (TX),Owner Surrender,Normal,Intact Female,7 years,Pit Bull Mix,Tan,White,1,4.0
A687609,Bullet,2014-09-07 15:23:00,Austin (TX),Owner Surrender,Normal,Intact Male,2 months,Chihuahua Shorthair Mix,Black,White,1,2.0
A687610,*Brenda,2014-09-07 15:23:00,Austin (TX),Owner Surrender,Normal,Intact Female,2 months,Chihuahua Shorthair,Black,,1,2.0
A687613,N/A,2014-09-07 15:23:00,Austin (TX),Owner Surrender,Normal,Intact Male,2 months,Chihuahua Shorthair Mix,Brown,Black,1,2.0
A687614,Sasha,2014-09-07 16:06:00,1917 Dry Season in Austin (TX),Stray,Normal,Spayed Female,3 years,Tibetan Terrier Mix,Gray,,1,14.0
A687615,*Perth,2014-09-07 16:16:00,8403 Mayview in Austin (TX),Stray,Normal,Intact Female,1 year,Australian Kelpie,Black,White,1,14.0
A687624,*Flint,2014-09-07 19:44:00,2703 Pecan St in Travis (TX),Stray,Normal,Intact Male,1 year,Pit Bull Mix,Brown,White,1,91.0
A687630,Nelly,2014-09-08 09:10:00,Hwy 71 /Ross Rd in Travis (TX),Stray,Normal,Intact Female,1 year,Chihuahua Shorthair Mix,Brown,Black,1,6.0
A687656,Ember,2014-09-08 13:23:00,Leander (TX),Owner Surrender,Normal,Intact Female,2 months,Pit Bull Mix,Brown,White,1,1.0
A687659,R-Two,2014-09-08 13:23:00,Leander (TX),Owner Surrender,Normal,Intact Male,2 months,Pit Bull Mix,Brown,White,1,2.0
A687671,Xena,2014-09-08 15:24:00,3755-B S Capital Of Texas Hwy in Austin (TX),Stray,Normal,Intact Female,4 months,Boxer Mix,Tan,White,2,4.0
A687672,Minny,2014-09-08 15:23:00,2015 Cheshire Dr in Austin (TX),Stray,Normal,Intact Female,2 months,Miniature Pinscher Mix,Tricolor,,1,4.0
A687675,*Keegan,2014-09-08 16:41:00,7309 Lazy Creek Dr in Austin (TX),Stray,Normal,Intact Male,1 year,Australian Cattle Dog Mix,Brown,White,1,4.0
A687677,N/A,2014-09-08 16:41:00,7309 Lazy Creek Dr in Austin (TX),Stray,Normal,Intact Female,2 years,Australian Cattle Dog Mix,Red,White,1,4.0
A687679,Blackie,2014-09-08 17:12:00,Austin (TX),Owner Surrender,Normal,Neutered Male,9 months,German Shepherd Mix,Black,White,1,30.0
A687687,Nala,2014-09-08 18:13:00,Burton And Riverside in Austin (TX),Stray,Normal,Intact Female,9 months,Siberian Husky Mix,Tricolor,White,1,4.0
A687689,Buddha,2015-06-22 14:06:00,14000 Renaissance Ct in Austin (TX),Owner Surrender,Normal,Intact Male,11 months,American Bulldog Mix,White,Brown,1,167.0
A687693,*Miette,2014-09-08 19:27:00,9609 Bear Paw Trl in Austin (TX),Stray,Normal,Intact Female,2 months,Australian Cattle Dog Mix,Brown,White,1,112.0
A687697,*Coby,2014-09-08 21:13:00,1612 Meghan Ln. in Austin (TX),Stray,Normal,Intact Male,1 year,Labrador Retriever Mix,Black,White,1,54.0
A687720,Louise,2014-09-09 12:35:00,Manor  And Springdale in Austin (TX),Stray,Normal,Intact Female,5 months,Whippet Mix,Brown,White,1,5.0
A687721,Minnie,2014-09-09 12:44:00,7400 Loyola Ln in Austin (TX),Stray,Normal,Intact Female,2 months,Dachshund Longhair Mix,Tan,,1,4.0
A687741,Kazy,2014-09-09 14:20:00,Northridge Dr  And  Westminster in Austin (TX),Stray,Normal,Intact Female,1 month,Plott Hound Mix,Brown,,1,5.0
A687758,Tallulah,2014-09-09 15:51:00,Barton Springs @ Zilker Park in Austin (TX),Stray,Normal,Intact Female,3 years,Pit Bull Mix,Brown,,1,17.0
A687785,Bella,2014-09-10 11:08:00,3300 Killingsworth Ln. #307 in Pflugerville (TX),Owner Surrender,Normal,Intact Female,2 years,Whippet Mix,Brown,White,1,110.0
A687786,Lexi,2014-09-10 11:08:00,Austin (TX),Owner Surrender,Normal,Spayed Female,5 years,German Shepherd Mix,Tan,Black,1,25.0
A687788,Pepe,2014-09-10 11:08:00,3300 Killingsworth Ln. #307 in Pflugerville (TX),Owner Surrender,Normal,Intact Male,3 months,Dachshund,Tricolor,,1,2.0
A687789,N/A,2014-09-10 11:15:00,Howard Ln And Ih 35 in Austin (TX),Stray,Normal,Intact Male,1 year,Dachshund Mix,Brown,White,1,4.0
A687793,Ruby,2014-09-10 11:08:00,3300 Killingsworth Ln. #307 in Pflugerville (TX),Owner Surrender,Normal,Intact Female,2 years,Dachshund,Brown,Black,1,7.0
A687794,S.J.,2014-09-10 11:08:00,3300 Killingsworth Ln. #307 in Pflugerville (TX),Owner Surrender,Normal,Intact Male,2 years,Dachshund Mix,Black,Tan,1,3.0
A687795,K.J.,2014-09-10 11:08:00,3300 Killingsworth Ln. #307 in Pflugerville (TX),Owner Surrender,Normal,Intact Male,2 years,Dachshund Mix,White,Tan,1,3.0
A687798,Zeba,2014-09-10 11:08:00,3300 Killingsworth Ln. #307 in Pflugerville (TX),Owner Surrender,Normal,Intact Female,6 years,Dachshund Mix,Red,Black,2,4.5
A687800,Kaden,2014-09-10 11:08:00,3300 Killingsworth Ln. #307 in Pflugerville (TX),Owner Surrender,Normal,Intact Male,3 years,Dachshund Mix,White,Tan,1,14.0
A687802,Daisy,2014-09-10 12:03:00,1308 Thornberry Rd in Del Valle (TX),Stray,Normal,Intact Female,11 months,Chihuahua Longhair Mix,Tricolor,,1,4.0
A687803,Ike,2014-09-10 12:03:00,1308 Thornberry Rd in Del Valle (TX),Stray,Normal,Intact Male,2 months,Australian Shepherd Mix,Blue,White,1,4.0
A687809,Luna,2014-09-10 13:09:00,6105 Carolina Ln in Travis (TX),Stray,Normal,Intact Female,2 years,Siberian Husky Mix,Black,White,1,4.0
A687813,Maximus,2014-09-10 13:25:00,Austin (TX),Owner Surrender,Normal,Intact Male,4 months,Labrador Retriever,Brown,,1,1.0
A687853,*Rain,2014-09-11 09:10:00,7300 Gunnison Pass in Austin (TX),Stray,Normal,Intact Female,2 years,Rottweiler,Black,Tan,1,50.0
A687862,Zeus,2015-02-13 15:27:00,5200 Knight Cir in Austin (TX),Owner Surrender,Normal,Neutered Male,3 years,Landseer Mix,Black,White,1,13.0
A687863,Sierra,2014-09-11 11:20:00,3913 Todd Lane in Austin (TX),Stray,Normal,Intact Female,2 years,Catahoula Mix,Brown,White,1,10.0
A687869,*Corkie,2014-09-11 12:42:00,Austin (TX),Owner Surrender,Injured,Intact Female,5 years,Dachshund Mix,Red,,1,71.0
