animal_id,name,datetime,found_location,type,intake_condition,sex,age,breed,color_primary,color_secondary,num_stays,avg_stay_len
A795803,N/A,2019-05-24 17:00:00,Austin (TX),Owner Surrender,Normal,Intact Male,10 years,Shih Tzu Mix,White,,1,2.0
A795809,N/A,2019-05-24 18:23:00,4901 Guadalupe Street in Austin (TX),Stray,Normal,Intact Male,2 months,Labrador Retriever Mix,Brown,White,1,6.0
A795878,*Willow,2019-05-25 15:31:00,1310 West Parmer Lane in Austin (TX),Stray,Normal,Intact Male,2 years,Collie Rough Mix,Tricolor,,1,34.0
A795880,*Shakespeare,2019-05-25 15:33:00,8005 Georgian Drive in Austin (TX),Stray,Normal,Intact Male,9 months,Cardigan Welsh Corgi,Tan,White,1,7.0
A795893,*Buster,2019-05-25 16:13:00,14650 Graef Road in Travis (TX),Stray,Normal,Intact Male,1 year,Anatol Shepherd Mix,Brown,White,1,9.0
A795896,Bella,2019-05-25 16:34:00,Austin (TX),Owner Surrender,Normal,Intact Female,3 months,Pomeranian,Red,,1,1.0
A795910,*Stanley,2019-05-25 18:17:00,Bennington Lane And Blue Fox Drive in Austin (TX),Stray,Normal,Intact Male,1 year,Smooth Fox Terrier,White,Brown,1,24.0
A795919,Oro,2019-05-26 11:22:00,Travis (TX),Owner Surrender,Normal,Neutered Male,2 years,Pit Bull Mix,Brown,White,1,47.0
A795925,Jj,2019-05-26 12:47:00,Thompkins Drive And Shropshire Boulevard in Austin (TX),Stray,Normal,Neutered Male,8 years,Rat Terrier,White,Tricolor,1,4.0
A795939,N/A,2019-05-26 14:21:00,Pleasant Valley And William Cannon in Austin (TX),Stray,Normal,Intact Female,2 months,Labrador Retriever Mix,Black,White,1,4.0
A795948,N/A,2019-05-26 15:56:00,9435 Middle Fiskville Rd in Austin (TX),Stray,Normal,Intact Male,2 years,Dachshund Mix,Black,Tan,1,4.0
A795955,Dixie Rae,2019-05-26 17:04:00,8800 North Interstate 35 in Austin (TX),Stray,Normal,Intact Female,1 year,Chihuahua Shorthair Mix,White,Tan,1,8.0
A795983,*Matty,2019-05-27 12:26:00,3330 Alomar in Austin (TX),Stray,Normal,Intact Male,3 months,Labrador Retriever Mix,Black,White,1,12.0
A795987,Nena,2019-05-27 12:38:00,Austin (TX),Owner Surrender,Normal,Intact Female,9 months,Anatol Shepherd Mix,Black,Tricolor,1,6.0
A795993,*Sophie,2019-05-27 13:18:00,Airport And Springdale in Austin (TX),Stray,Normal,Intact Female,6 years,Chihuahua Shorthair,Brown,White,1,73.0
A795994,N/A,2019-05-27 13:18:00,Airport And Springdale in Austin (TX),Stray,Normal,Intact Female,4 weeks,Chihuahua Shorthair,White,Tan,1,77.0
A796016,Kirby,2019-05-27 15:17:00,Austin (TX),Owner Surrender,Normal,Intact Male,8 months,Pembroke Welsh Corgi,Brown,White,1,205.0
A796021,*Sally,2019-05-27 15:58:00,1156 W Cesar Chaves in Austin (TX),Stray,Normal,Intact Female,2 years,Labrador Retriever Mix,Tan,,1,7.0
A796032,N/A,2019-05-28 08:27:00,333 E Slaughter Ln in Austin (TX),Stray,Normal,Intact Male,4 months,Shih Tzu,White,Brown,1,3.0
A796034,N/A,2019-05-28 08:27:00,333 E Slaughter Ln in Austin (TX),Stray,Normal,Intact Female,1 month,Boxer,Brown,,1,3.0
A796062,N/A,2019-05-28 12:39:00,406 Swanee Drive in Austin (TX),Stray,Normal,Intact Female,6 months,German Shepherd Mix,Black,Tricolor,1,10.0
A796063,*Lavender,2019-05-28 12:29:00,401 Rowland Drive in Austin (TX),Stray,Normal,Intact Female,1 year,German Shepherd Mix,Brown,White,1,6.0
A796064,N/A,2019-05-28 13:03:00,7Th Street And San Marcos in Austin (TX),Stray,Normal,Intact Female,1 month,Chihuahua Shorthair,Brown,,1,6.0
A796065,*Sadie,2019-05-28 13:03:00,18706 Blake Manor Road in Manor (TX),Stray,Normal,Intact Female,6 months,Black Mouth Cur,Tan,White,1,48.0
A796072,N/A,2019-05-28 13:41:00,18706 Blake Manor Road in Manor (TX),Stray,Normal,Intact Female,2 months,Labrador Retriever Mix,Brown,White,1,5.0
A796073,N/A,2019-05-28 13:41:00,18706 Blake Manor Road in Manor (TX),Stray,Normal,Intact Male,2 months,Labrador Retriever Mix,Brown,Black,1,6.0
A796074,N/A,2019-05-28 13:41:00,18706 Blake Manor Road in Manor (TX),Stray,Normal,Intact Male,2 months,Labrador Retriever Mix,Brown,Black,1,5.0
A796075,N/A,2019-05-28 13:41:00,18706 Blake Manor Road in Manor (TX),Stray,Normal,Intact Female,2 months,Labrador Retriever Mix,Brown,White,1,6.0
A796076,N/A,2019-05-28 13:41:00,18706 Blake Manor Road in Manor (TX),Stray,Normal,Intact Female,2 months,Labrador Retriever Mix,Black,White,1,7.0
A796077,N/A,2019-05-28 13:41:00,18706 Blake Manor Road in Manor (TX),Stray,Normal,Intact Female,2 months,Labrador Retriever Mix,Black,White,1,7.0
A796087,Daisy,2019-05-28 14:51:00,11607 Lockhart Rd in Austin (TX),Stray,Normal,Intact Female,2 months,Beagle,White,Brown,1,12.0
A796088,*Pokey,2019-05-28 15:24:00,124 West Anderson Lane in Austin (TX),Stray,Normal,Intact Male,2 years,Dachshund Mix,Brown,White,1,16.0
A796092,Porkchop,2019-05-28 15:49:00,Interstate 35 And Rundberg Lane in Austin (TX),Stray,Normal,Intact Male,5 months,Labrador Retriever Mix,Black,,1,5.0
A796094,Foxy,2019-05-28 15:49:00,8054 Exchange Drive in Austin (TX),Stray,Normal,Intact Female,1 year,Alaskan Husky,Red,White,1,10.0
A796100,N/A,2019-05-28 18:02:00,2951 Fm 2001 in Travis (TX),Stray,Normal,Intact Female,1 year,Beagle Mix,Tan,White,1,4.0
A796101,Josephine,2019-05-28 18:10:00,Dee Gabriel Collins Road And Mckinney Falls Parkway in Austin (TX),Stray,Normal,Intact Female,5 months,German Shepherd,Red,Black,2,3.0
A796102,Gemma,2019-05-28 18:10:00,Dee Gabriel Collins Road And Mckinney Falls Parkway in Austin (TX),Stray,Normal,Intact Female,5 months,German Shepherd,White,Black,2,3.0
A796103,Zeus,2019-05-28 18:10:00,Dee Gabriel Collins Road And Mckinney Falls Parkway in Austin (TX),Stray,Normal,Intact Male,5 months,German Shepherd,Brown,Black,2,3.0
A796116,Harvey,2019-05-29 11:11:00,294 Dry Creek Rd in Manor (TX),Public Assist,Normal,Neutered Male,4 years,Labrador Retriever,Brown,,2,25.0
A796118,Noah,2019-05-29 11:11:00,294 Dry Creek Rd in Manor (TX),Public Assist,Normal,Intact Male,2 years,Miniature Poodle Mix,White,,2,13.0
A796122,Jojo,2019-05-29 11:16:00,6812 South Congress Avenue in Austin (TX),Stray,Normal,Spayed Female,6 years,Rat Terrier,White,Tricolor,1,4.0
A796124,Charlie,2019-05-29 11:44:00,2101 Jesse E Segovia Street in Austin (TX),Stray,Normal,Intact Male,1 year,Rat Terrier,Tricolor,Brown,1,4.0
A796125,N/A,2019-05-29 11:44:00,2101 Jesse E Segovia Street in Austin (TX),Stray,Normal,Intact Female,4 months,Pit Bull,White,Brown,1,4.0
A796130,*Archie,2019-05-29 12:54:00,Amherst Drive And West Parmer Lane in Austin (TX),Stray,Normal,Intact Male,7 months,Nova Scotia Duck Tolling Retriever,Tan,White,1,4.0
A796140,N/A,2019-05-29 14:08:00,Us Highway 183 And Georgian Drive in Austin (TX),Stray,Normal,Intact Male,2 months,Chihuahua Shorthair,Red,,3,4.333333333333333
A796150,*Marla,2019-05-29 15:31:00,7700 Elroy Rd in Travis (TX),Stray,Normal,Intact Female,1 year,Labrador Retriever,Black,,1,10.0
A796166,Cookie,2019-05-29 17:11:00,Highway 290 And Parmer Lane in Manor (TX),Stray,Normal,Intact Female,2 years,Chihuahua Shorthair,White,Brown,1,4.0
A796180,Hope,2019-05-29 18:01:00,West Slaughter Lane And Manchaca Road in Austin (TX),Stray,Normal,Spayed Female,6 years,Staffordshire,Black,White,1,14.0
A796192,N/A,2019-05-29 19:06:00,Highway 71 And Wolf Lane in Austin (TX),Stray,Normal,Intact Male,2 years,Siberian Husky,Black,White,1,3.0
A796194,Max,2019-05-29 19:21:00,Sendero Hills Parkway And Alsace Trail in Austin (TX),Stray,Normal,Intact Male,2 months,Pointer,Black,White,1,9.0
A796195,Diamond,2019-05-29 19:21:00,Sendero Hills Parkway And Alsace Trail in Austin (TX),Stray,Normal,Intact Female,2 months,Pointer,Black,White,2,4.5
A796206,Zena,2019-05-30 10:44:00,Elroy Road And Kellman Road in Travis (TX),Stray,Normal,Intact Female,2 years,German Shepherd,Brown,Black,1,16.0
A796207,Atari,2019-05-30 11:35:00,2212 San Gabriel Street in Austin (TX),Stray,Normal,Neutered Male,1 year,Pointer Mix,Brown,White,1,11.0
A796215,Honey,2019-05-30 12:00:00,1143 Shady Lane in Austin (TX),Stray,Normal,Intact Female,1 month,Chihuahua Shorthair,Tan,,1,4.0
A796225,Bella,2019-05-30 13:09:00,Austin (TX),Owner Surrender,Normal,Intact Female,6 months,Dachshund Mix,Tan,,1,3.0
A796229,King,2019-05-30 13:56:00,Thermal Drive And Howard Lane in Austin (TX),Stray,Normal,Intact Male,2 years,Pit Bull,White,,1,12.0
A796230,N/A,2019-05-30 14:10:00,3220 Duval Road in Austin (TX),Stray,Normal,Intact Male,1 month,Boxer Mix,Black,White,1,4.0
A796271,*Wally,2019-05-30 14:22:00,14000 Westall Street in Austin (TX),Stray,Normal,Intact Male,2 years,Pit Bull,White,Black,1,139.0
A796277,*Petunia,2019-05-30 17:15:00,19100 Blake Manor Road in Manor (TX),Stray,Normal,Intact Female,1 month,Chihuahua Shorthair,White,,1,38.0
A796279,Panda,2019-05-30 17:43:00,1071 Clayton Lane in Austin (TX),Stray,Normal,Intact Male,2 years,Pit Bull,White,Brown,1,149.0
A796295,Odin,2019-05-31 11:07:00,1607 Colony Creek in Austin (TX),Stray,Normal,Intact Male,4 months,Beagle Mix,Brown,Tan,1,4.0
A796305,Weezer,2019-05-31 11:31:00,6901 Wolf Lane in Travis (TX),Stray,Normal,Intact Male,3 months,Belgian Malinois Mix,Tan,Black,2,13.0
A796309,N/A,2019-05-31 11:54:00,Slaughter Lane And Wolftrap Drive in Austin (TX),Stray,Normal,Intact Female,1 month,Labrador Retriever,Brown,,1,4.0
A796312,Daisy,2019-05-31 12:00:00,Howard Lane And Mopac in Austin (TX),Stray,Normal,Intact Female,3 months,German Shepherd Mix,Black,Brown,1,11.0
A796314,*Elbert,2019-05-31 12:28:00,7201 Levander Loop in Austin (TX),Stray,Normal,Neutered Male,10 years,Pit Bull,White,,1,16.0
A796318,Mary Jane,2019-05-31 12:53:00,5400 Freidrick Ln in Austin (TX),Stray,Normal,Spayed Female,2 years,American Pit Bull Terrier,Blue,White,2,2.0
A796340,Quin,2019-05-31 13:48:00,4700 East Riverside Drive in Austin (TX),Stray,Normal,Intact Female,6 months,Labrador Retriever Mix,Black,White,1,10.0
A796349,Brownie,2019-05-31 15:20:00,7928 Springfield Dr in Austin (TX),Stray,Normal,Neutered Male,5 years,Labrador Retriever Mix,Black,White,2,7.5
A796350,*Brindi,2019-05-31 15:09:00,12001 Hispana Court in Austin (TX),Stray,Normal,Intact Female,1 year,Whippet Mix,Brown,White,1,11.0
A796358,Bo,2019-05-31 16:57:00,7517 Cameron Rd in Austin (TX),Stray,Normal,Intact Male,1 year,Yorkshire Terrier Mix,Brown,,1,3.0
A796368,*Cowgirl,2019-05-31 18:31:00,10303 Brownie Drive in Austin (TX),Stray,Normal,Intact Female,1 year,Blue Lacy Mix,Blue,White,1,11.0
A796382,*Zip,2019-06-01 09:14:00,Howard Ln & Dessau Rd in Austin (TX),Stray,Normal,Intact Female,2 years,Pointer Mix,Black,White,1,15.0
A796386,Roswell,2019-06-01 09:31:00,Outside Jurisdiction,Stray,Normal,Intact Male,2 years,Labrador Retriever,Black,White,1,33.0
A796391,*Colby,2019-06-01 11:21:00,Austin (TX),Stray,Normal,Intact Female,1 year,Catahoula Mix,Brown,,3,10.0
A796394,Roscoe,2019-06-01 11:49:00,7004 Hillcroft in Austin (TX),Stray,Injured,Intact Male,2 years,Pit Bull,Brown,Brown,1,164.0
A796395,*Danielle,2019-06-01 11:27:00,1319 Delano Street in Austin (TX),Stray,Normal,Intact Female,1 year,Pit Bull,Blue,White,1,32.0
A796401,N/A,2019-06-01 11:59:00,2315 Dove Springs in Austin (TX),Stray,Normal,Intact Male,1 year,Chihuahua Shorthair Mix,Brown,White,1,5.0
A796411,*January,2019-06-01 13:08:00,4501 East Ben White Boulevard in Austin (TX),Stray,Normal,Intact Female,1 year,Alaskan Husky,White,Black,1,8.0
A796412,Sawtelle,2019-06-01 13:08:00,4501 East Ben White Boulevard in Austin (TX),Stray,Normal,Intact Female,7 months,Alaskan Husky Mix,Brown,White,1,8.0
A796413,N/A,2019-06-01 13:07:00,Omega Street And Ledesma Street in Austin (TX),Stray,Normal,Intact Male,1 month,Pit Bull Mix,Brown,White,1,12.0
A796421,*Squiggles,2019-06-01 14:53:00,6009 Widelead Drive in Travis (TX),Stray,Normal,Intact Male,2 years,Labrador Retriever Mix,Brown,White,2,16.0
A796456,Reno,2019-06-01 19:44:00,Outside Jurisdiction,Stray,Normal,Neutered Male,2 years,Labrador Retriever Mix,White,,1,14.0
A796459,Buddy,2019-06-02 07:35:00,1705 N Cuernavaca Drive in Austin (TX),Stray,Injured,Neutered Male,10 years,Labrador Retriever,White,Yellow,1,67.0
A796487,Archie,2019-06-02 11:58:00,12007 North Lamar in Austin (TX),Stray,Normal,Intact Male,2 years,Chihuahua Shorthair Mix,Brown,Black,1,10.0
A796488,*Nicholas,2019-06-02 12:05:00,7112 Ed Bluestein Boulevard in Austin (TX),Stray,Normal,Intact Male,10 years,Chihuahua Shorthair Mix,Brown,White,1,20.0
A796491,N/A,2019-06-02 12:51:00,Parker Lane in Austin (TX),Stray,Normal,Intact Female,3 months,Black/Tan Hound,Black,Tan,1,6.0
A796501,N/A,2019-06-02 13:04:00,Airport Boulevard in Austin (TX),Stray,Sick,Intact Female,1 month,Border Collie,Black,White,1,6.0
A796505,*Armani,2019-06-02 14:05:00,Pleasant Valley And Cesar Chavez in Austin (TX),Stray,Normal,Intact Male,1 year,Catahoula Mix,Brown,White,1,10.0
A796509,Honey,2019-06-02 14:11:00,Crownover And Heartsmith in Austin (TX),Stray,Normal,Intact Female,2 years,Labrador Retriever Mix,Tricolor,,1,79.0
A796513,N/A,2019-06-02 14:35:00,South Lamar in Austin (TX),Stray,Normal,Intact Female,8 months,Jack Russell Terrier,Black,Tan,1,4.0
A796515,N/A,2019-06-02 14:46:00,18009 Morrow Street in Travis (TX),Stray,Normal,Intact Male,1 month,Plott Hound Mix,Brown,White,1,7.0
A796516,Prince,2019-06-02 14:46:00,18009 Morrow Street in Travis (TX),Stray,Normal,Intact Male,1 month,Plott Hound Mix,Brown,White,1,4.0
A796517,Chiquis,2019-06-02 15:15:00,Austin (TX),Owner Surrender,Normal,Intact Female,2 years,Chihuahua Shorthair Mix,Brown,White,1,5.0
A796519,N/A,2019-06-02 14:47:00,4914 Canella in Austin (TX),Stray,Normal,Intact Male,1 month,German Shepherd Mix,Tricolor,Brown,1,4.0
A796520,N/A,2019-06-02 14:47:00,4914 Canella in Austin (TX),Stray,Normal,Intact Female,1 month,German Shepherd,Tricolor,,1,4.0
A796521,N/A,2019-06-02 14:47:00,4914 Canella in Austin (TX),Stray,Normal,Intact Male,1 month,German Shepherd,Tricolor,,1,4.0
A796537,N/A,2019-06-02 16:27:00,1212 Westheimer Drive in Austin (TX),Stray,Normal,Intact Female,1 year,Chihuahua Shorthair,Black,Tan,1,8.0
A796574,*Billie Jean,2019-06-03 11:24:00,12324 Morrow Lane in Travis (TX),Stray,Normal,Intact Female,1 year,Labrador Retriever Mix,Black,,1,24.0
A796575,Finn,2019-06-03 11:24:00,12324 Morrow Lane in Travis (TX),Stray,Normal,Intact Male,1 year,Australian Cattle Dog Mix,Black,White,1,17.0
A796585,*Cookies,2019-06-03 12:05:00,20640 Cameron Road in Travis (TX),Stray,Normal,Intact Male,7 months,Australian Cattle Dog,Black,White,1,6.0
A796587,*Pip,2019-06-03 12:24:00,1205 Southport Drive in Austin (TX),Stray,Normal,Intact Male,1 year,Pit Bull,Blue,White,1,9.0
A796602,*Percy,2019-06-03 13:25:00,Decker Lane And Loyola Lane in Austin (TX),Stray,Normal,Intact Male,1 month,Pointer Mix,Black,White,1,12.0
A796603,N/A,2019-06-03 13:25:00,Decker Lane And Loyola Lane in Austin (TX),Stray,Normal,Intact Male,1 month,Pointer Mix,Brown,White,1,4.0
A796607,*Twist,2019-06-03 13:33:00,6212 Brown Lane in Austin (TX),Stray,Normal,Intact Female,4 months,Black Mouth Cur Mix,Brown,Black,2,4.5
A796608,*Reggie,2019-06-03 13:33:00,6212 Brown Lane in Austin (TX),Stray,Normal,Intact Female,4 months,Redbone Hound Mix,Brown,Black,1,12.0
A796609,*Otto,2019-06-03 13:33:00,6212 Brown Lane in Austin (TX),Stray,Normal,Intact Female,4 months,Mastiff Mix,Brown,Black,1,10.0
A796610,Hazel,2019-06-03 13:33:00,6212 Brown Lane in Austin (TX),Stray,Normal,Intact Female,4 months,Mastiff Mix,Tan,White,1,7.0
A796611,*Raymundo,2019-06-03 13:33:00,6212 Brown Lane in Austin (TX),Stray,Normal,Intact Male,4 months,Mastiff Mix,Tan,White,1,10.0
A796613,Stewie,2019-06-03 14:18:00,Austin (TX),Owner Surrender,Normal,Neutered Male,13 years,Chihuahua Shorthair Mix,Brown,,1,1.0
A796617,*Dalia,2019-06-03 14:39:00,10401 Doc Holliday Trail in Austin (TX),Stray,Normal,Intact Female,5 months,Rottweiler,Black,Tan,2,11.0
A796619,*Dutch,2019-06-03 14:52:00,973 Fm in Travis (TX),Stray,Normal,Neutered Male,2 years,Bloodhound,Red,,1,5.0
A796624,*Perot,2019-06-03 15:14:00,3405 Clawson in Austin (TX),Stray,Normal,Intact Male,1 year,Dalmatian Mix,White,Black,1,6.0
A796641,N/A,2019-06-03 18:37:00,1325 Fm 973 in Austin (TX),Stray,Normal,Intact Male,2 years,Miniature Poodle,White,,1,3.0
A796642,*Sophie,2019-06-03 18:37:00,1325 Fm 973 in Austin (TX),Stray,Normal,Spayed Female,2 years,German Shepherd,Tricolor,,1,12.0
A796657,N/A,2019-06-04 07:37:00,Austin (TX),Stray,Nursing,Intact Female,1 weeks,American Staffordshire Terrier Mix,Black,Brown,1,56.0
A796660,N/A,2019-06-04 07:37:00,Austin (TX),Stray,Nursing,Intact Female,3 days,American Staffordshire Terrier Mix,Tricolor,,1,82.0
A796661,Xena,2019-06-04 07:37:00,Austin (TX),Stray,Nursing,Intact Female,3 days,American Staffordshire Terrier Mix,Brown,Black,1,56.0
A796663,*Sweet Cheeks,2019-06-04 07:37:00,Austin (TX),Stray,Nursing,Intact Male,3 days,American Staffordshire Terrier Mix,Tricolor,,1,55.0
A796665,*Amelie,2019-06-04 07:41:00,2906 East Martin Luther King Junior Blvd in Austin (TX),Stray,Normal,Intact Female,1 year,Pit Bull,Blue,,1,6.0
A796673,N/A,2019-06-04 10:36:00,Vargas And Montopolis in Austin (TX),Stray,Normal,Intact Female,4 years,Chihuahua Shorthair,Tan,,1,5.0
A796675,N/A,2019-06-04 10:43:00,8616 Hillmoore in Austin (TX),Stray,Normal,Intact Male,3 months,German Shepherd Mix,Brown,Black,1,4.0
A796676,N/A,2019-06-04 10:43:00,8616 Hillmoore in Austin (TX),Stray,Normal,Intact Female,3 months,Boxer Mix,Black,White,1,4.0
A796681,N/A,2019-06-04 12:02:00,14815 Johnson Road Trl in Manor (TX),Stray,Normal,Intact Male,1 month,Rat Terrier,Black,,1,4.0
A796682,N/A,2019-06-04 12:02:00,14815 Johnson Road Trl in Manor (TX),Stray,Normal,Intact Female,1 month,Rat Terrier,Black,,1,4.0
A796683,Coco,2019-06-04 11:56:00,8905 La Siesta Bend in Austin (TX),Owner Surrender,Normal,Neutered Male,8 years,Yorkshire Terrier,Gray,Tan,1,2.0
A796705,*Stewey,2019-06-04 15:22:00,Manor And Wheless in Austin (TX),Stray,Normal,Intact Male,3 years,Dachshund Mix,Brown,,1,11.0
A796727,N/A,2019-06-04 17:02:00,9400 Arboretum Blvd in Austin (TX),Stray,Normal,Intact Male,6 years,Jack Russell Terrier,White,Blue,1,4.0
A796748,*Frito Pepito,2019-06-04 18:47:00,828 West 6Th Street in Austin (TX),Stray,Normal,Intact Male,1 year,Australian Cattle Dog Mix,White,Red,1,31.0
A796763,N/A,2019-06-05 10:28:00,5904 Breezewood in Austin (TX),Stray,Normal,Intact Male,1 year,Jack Russell Terrier Mix,White,Red,1,4.0
A796766,Aisha,2019-06-05 10:50:00,Bullace St in Austin (TX),Stray,Normal,Intact Female,1 year,Siberian Husky Mix,Black,White,1,6.0
A796788,Coco,2019-06-05 12:29:00,W 5Th St in Austin (TX),Stray,Normal,Intact Female,4 months,Treeing Walker Coonhound Mix,White,Brown,1,133.0
A796801,Nyx,2019-06-05 14:31:00,14012 Dewberry Dr in Pflugerville (TX),Stray,Normal,Intact Male,1 year,Labrador Retriever Mix,Black,White,1,11.0
A796806,Dixie,2019-06-05 15:43:00,Austin (TX),Owner Surrender,Normal,Spayed Female,3 months,Belgian Malinois Mix,Brown,Black,1,3.0
A796810,*Velcro,2019-06-05 14:55:00,5711 Caroline Lane in Austin (TX),Stray,Normal,Intact Female,2 years,Soft Coated Wheaten Terrier,White,Blue,1,11.0
A796822,*Cedric,2019-06-06 10:59:00,7930 Thaxton Rd in Austin (TX),Stray,Normal,Intact Male,2 years,Pit Bull,Brown,White,1,34.0
A796838,Jolene,2019-06-05 18:33:00,Austin (TX),Owner Surrender,Normal,Spayed Female,2 years,German Shepherd Mix,Brown,White,1,3.0
A796861,*Buford,2019-06-06 12:46:00,1405 Maple in Austin (TX),Stray,Normal,Intact Male,6 years,Boxer,Tricolor,,1,10.0
A796875,Rocket,2019-06-06 13:58:00,Austin (TX),Owner Surrender,Normal,Neutered Male,6 years,Australian Cattle Dog,Black,White,1,5.0
A796877,N/A,2019-06-06 14:42:00,1030 Norwood Park Boulevard in Austin (TX),Stray,Normal,Intact Male,2 months,Dachshund Mix,Red,,1,4.0
A796878,N/A,2019-06-06 14:42:00,1030 Norwood Park Boulevard in Austin (TX),Stray,Normal,Intact Female,2 months,Dachshund Wirehair Mix,Tan,,1,4.0
A796880,Desmond,2019-06-06 15:05:00,Austin (TX),Owner Surrender,Normal,Neutered Male,2 years,Basenji Mix,Tan,White,2,27.5
A796883,N/A,2019-06-06 15:55:00,3209 Hillbilly in Austin (TX),Stray,Normal,Intact Female,1 month,Black Mouth Cur Mix,Tan,Black,1,4.0
A796890,N/A,2019-06-06 18:35:00,5408 Lark Creek in Austin (TX),Stray,Normal,Intact Female,2 months,Labrador Retriever Mix,Tan,,1,3.0
A796891,N/A,2019-06-06 18:35:00,5408 Lark Creek in Austin (TX),Stray,Normal,Intact Female,2 months,Labrador Retriever Mix,Black,Tan,1,3.0
A796892,N/A,2019-06-06 17:50:00,Ben White And First in Austin (TX),Stray,Normal,Intact Female,1 year,Dutch Shepherd Mix,Brown,,1,4.0
A796893,N/A,2019-06-06 17:50:00,Ben White And First in Austin (TX),Stray,Normal,Intact Male,1 year,Chihuahua Shorthair Mix,Brown,White,1,4.0
A796896,Vita,2019-06-06 20:40:00,2000 E Stassney in Austin (TX),Stray,Normal,Intact Female,1 year,Chihuahua Shorthair,Tan,White,1,16.0
A796898,Lexie,2019-06-06 22:05:00,6200 Loyola Ln in Austin (TX),Stray,Normal,Intact Female,4 months,Chihuahua Longhair Mix,Tan,,1,4.0
A796909,Barkley,2019-06-07 10:25:00,4220 S Ih 35 in Austin (TX),Public Assist,Normal,Neutered Male,7 years,Labrador Retriever,Yellow,,1,63.0
A796910,Raleigh,2019-06-07 10:25:00,4220 S Ih 35 in Austin (TX),Public Assist,Normal,Intact Male,13 years,Labrador Retriever,Yellow,,1,63.0
A796942,Honey,2019-06-07 14:10:00,9002 Sedgemoor Trl A in Austin (TX),Owner Surrender,Normal,Intact Female,2 years,Dachshund Mix,Brown,Tan,1,7.0
A796947,Bluebell,2019-06-07 14:10:00,9002 Sedgemoor Trl A in Austin (TX),Owner Surrender,Normal,Intact Female,2 years,Staffordshire,White,Black,1,14.0
A796951,Oden,2019-06-07 14:43:00,25202 Lakeview Drive in Travis (TX),Stray,Normal,Intact Male,2 years,Labrador Retriever Mix,Black,White,1,13.0
A796954,Lanister,2019-06-07 15:10:00,West Pecan Street And Ransom Street in Pflugerville (TX),Stray,Normal,Neutered Male,6 years,Greyhound,White,,1,4.0
A796991,Willie,2019-06-08 10:41:00,Jfk Boulevard in Austin (TX),Stray,Normal,Intact Male,2 months,Bernese Mountain Dog Mix,Tricolor,,1,4.0
A796992,*Serena,2019-06-08 10:57:00,Mlk And Airport in Austin (TX),Stray,Normal,Intact Female,4 months,Anatol Shepherd,Tan,White,1,7.0
A796997,N/A,2019-06-08 11:20:00,Pearce Lane in Travis (TX),Stray,Normal,Intact Male,2 years,Miniature Poodle,White,Tan,1,4.0
A797020,N/A,2019-06-08 12:54:00,Speyside Drive in Austin (TX),Stray,Normal,Intact Female,2 years,Chihuahua Shorthair,Brown,Tan,1,4.0
A797025,*Kermit,2019-06-08 13:19:00,1912 East William Cannon in Austin (TX),Stray,Normal,Intact Male,7 months,Labrador Retriever Mix,Black,White,1,5.0
A797027,N/A,2019-06-08 13:38:00,2101 Burton Drive in Austin (TX),Stray,Normal,Intact Male,2 years,Bull Terrier,Brown,White,1,4.0
A797037,Lucy,2019-06-08 14:09:00,Austin (TX),Owner Surrender,Normal,Spayed Female,8 years,Miniature Schnauzer Mix,Black,Tan,1,24.0
A797040,Starla Gigit,2019-06-08 14:49:00,9119 Balcones in Austin (TX),Stray,Normal,Spayed Female,2 years,German Shepherd,Black,Tan,1,7.0
A797043,Luke,2019-06-08 15:13:00,Canyon Glen Circle in Travis (TX),Stray,Normal,Neutered Male,4 years,Labrador Retriever,Tan,White,1,8.0
A797045,*Annie,2019-06-08 15:37:00,500 West Canyon Ridge in Austin (TX),Stray,Normal,Intact Female,9 years,Cairn Terrier,Black,,1,8.0
A797050,Stark,2019-06-08 16:00:00,Austin (TX),Owner Surrender,Normal,Neutered Male,2 years,Labrador Retriever Mix,Black,White,1,4.0
A797083,Riri,2019-06-09 14:59:00,Blue Goose Road And Kirkoswald Road in Manor (TX),Stray,Normal,Intact Female,1 year,Beagle Mix,Tricolor,,2,2.5
A797086,Maverick,2019-06-09 11:17:00,6806 Canal Street in Austin (TX),Stray,Normal,Intact Male,2 years,Rottweiler,Black,Brown,1,4.0
A797090,Demi,2019-06-09 11:22:00,12900 No I-35 Service Road in Austin (TX),Stray,Normal,Spayed Female,1 year,Golden Retriever Mix,Tan,White,1,7.0
A797099,Herbie,2019-06-09 12:07:00,South Lamar Boulevard And Riverside Drive in Austin (TX),Stray,Normal,Intact Male,1 year,Basset Hound,Black,Tan,1,7.0
A797102,Toshi,2019-06-09 12:14:00,Austin (TX),Owner Surrender,Normal,Intact Male,3 months,Rat Terrier Mix,White,Tan,1,14.0
A797103,Samson,2019-06-09 12:14:00,Austin (TX),Owner Surrender,Normal,Intact Male,3 months,Rat Terrier Mix,White,Brown,1,2.0
A797107,*Ziggy,2019-06-09 12:53:00,1325 South Fm 973 in Austin (TX),Stray,Normal,Intact Male,4 months,Chihuahua Longhair,Red,,1,13.0
A797108,N/A,2019-06-10 10:57:00,5201 Berkman Drive in Austin (TX),Stray,Normal,Intact Male,3 months,Great Pyrenees Mix,White,Tricolor,1,4.0
